No.	Time	Source		Destination	Protocol Length	Info
5401	35.007	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5403	35.009	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5405	35.017	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5407	35.029	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5409	35.037	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5411	35.039	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5413	35.046	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5415	35.049	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5417	35.056	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5419	35.070	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5421	35.077	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5423	35.079	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5425	35.087	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5427	35.099	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5429	35.109	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5431	35.109	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5433	35.117	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5435	35.130	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5437	35.137	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5439	35.139	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5441	35.147	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5443	35.159	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5445	35.167	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5447	35.169	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5449	35.176	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5451	35.190	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5453	35.197	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5455	35.199	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5457	35.206	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5459	35.209	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5461	35.217	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5463	35.229	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5465	35.237	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5467	35.239	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5469	35.247	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5471	35.259	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5473	35.267	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5475	35.269	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5477	35.277	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5479	35.289	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5481	35.297	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5483	35.299	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5485	35.306	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5487	35.320	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5489	35.327	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5491	35.329	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5493	35.337	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5495	35.339	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5497	35.357	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5499	35.360	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5501	35.369	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5503	35.374	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5505	35.379	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5507	35.390	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5509	35.397	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5511	35.399	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5513	35.407	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5515	35.419	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5517	35.427	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5519	35.430	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5521	35.437	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5523	35.449	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5525	35.457	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5527	35.459	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5529	35.467	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5531	35.480	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5533	35.490	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5535	35.491	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5537	35.497	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5539	35.500	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5541	35.507	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5543	35.519	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5545	35.527	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5547	35.529	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5549	35.538	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5551	35.550	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5553	35.557	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5555	35.559	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5557	35.568	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5559	35.579	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5561	35.587	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5563	35.589	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5565	35.597	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5567	35.610	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5569	35.617	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5571	35.620	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5573	35.627	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5575	35.640	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5577	35.647	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5579	35.649	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5581	35.657	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5583	35.659	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5585	35.667	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5587	35.681	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5589	35.688	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5591	35.689	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5593	35.697	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5595	35.710	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5597	35.718	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5599	35.719	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5601	35.739	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5603	35.740	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5605	35.749	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5607	35.757	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5609	35.761	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5611	35.770	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5613	35.779	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5615	35.779	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5617	35.787	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5619	35.790	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5621	35.797	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5623	35.810	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5625	35.817	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5627	35.820	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5629	35.827	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5631	35.840	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5633	35.849	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5635	35.849	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5637	35.857	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5639	35.870	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5641	35.878	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5643	35.880	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5645	35.887	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5647	35.900	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5649	35.907	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5651	35.910	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5653	35.917	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5655	35.930	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5657	35.937	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5659	35.939	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5661	35.946	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5663	35.949	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5665	35.957	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5667	35.970	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5669	35.980	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5671	35.981	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5673	35.998	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5675	35.999	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5677	36.009	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5679	36.016	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5681	36.019	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5683	36.030	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5685	36.037	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5687	36.040	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5689	36.054	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5691	36.060	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5693	36.067	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5695	36.070	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5697	36.077	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5699	36.090	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5701	36.097	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5703	36.099	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5705	36.110	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5707	36.117	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5709	36.121	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5711	36.130	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5713	36.137	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5715	36.139	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5717	36.147	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5719	36.160	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5721	36.168	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5723	36.169	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5725	36.179	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5727	36.190	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5729	36.197	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5731	36.199	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5733	36.207	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5735	36.220	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5737	36.227	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5739	36.229	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5741	36.237	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5743	36.239	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5745	36.247	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5747	36.260	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5749	36.267	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5751	36.269	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5753	36.277	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5755	36.291	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5757	36.298	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5759	36.300	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5761	36.307	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5763	36.320	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5765	36.327	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5767	36.329	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5769	36.341	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5771	36.350	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5773	36.357	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5775	36.359	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5777	36.367	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5779	36.380	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5781	36.387	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5783	36.389	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5785	36.397	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5787	36.400	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5789	36.407	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5791	36.420	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5793	36.427	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5795	36.430	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5797	36.437	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5799	36.450	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5801	36.457	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5803	36.460	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5805	36.471	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5807	36.480	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5809	36.489	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5811	36.491	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5813	36.498	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5815	36.510	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5817	36.518	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5819	36.519	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5821	36.529	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5823	36.542	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5825	36.546	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5827	36.550	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5829	36.559	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5831	36.559	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5833	36.567	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5835	36.580	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5837	36.587	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
5839	36.589	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
5841	36.597	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
